,Make,Model,Sale Price,Resell Price,Top Speed,0-60 Time,Country,City,Color,Buyer Gender,Buyer Age
5045,Plymouth,Colt Vista,61070.36,37915.47,247.5,12.0,China,Balidian,Maroon,Female,55
5046,Buick,Lucerne,95333.05,4130.55,142.2,5.5,Portugal,Carcavelos,Goldenrod,Female,33
5047,Toyota,4Runner,83380.05,44777.71,239.4,13.9,Nigeria,Obollo-Afor,Teal,Female,27
5048,Mercedes-Benz,CLK-Class,88056.62,26092.72,130.7,6.9,Mexico,El Carmen,Yellow,Male,29
5049,Chevrolet,G-Series 1500,67809.95,32766.11,160.2,10.5,Indonesia,Wangi,Puce,Female,40
5050,Volvo,S40,81676.03,19809.29,131.9,9.2,Cyprus,Yeri,Turquoise,Female,24
5051,GMC,Vandura G3500,86802.0,19169.53,233.3,13.5,Spain,Albacete,Violet,Female,23
5052,Chevrolet,2500,66160.6,14846.61,138.0,13.0,France,Compiègne,Indigo,Male,24
5053,Hyundai,Veracruz,56575.65,30359.42,227.4,2.1,Russia,Sovetskaya Gavan’,Khaki,Female,31
5054,Toyota,RAV4,67518.52,39924.77,226.3,9.4,China,Xinjie,Red,Male,67
5055,Hyundai,Sonata,97780.15,38312.68,195.1,6.8,Macedonia,Gradec,Khaki,Male,26
5056,Chevrolet,Avalanche 1500,10852.9,29500.86,120.9,5.8,Philippines,Marsada,Mauv,Female,23
5057,Chevrolet,Corvette,96856.78,11498.88,229.4,12.6,Burundi,Buganda,Mauv,Male,33
5058,Porsche,911,42566.67,4246.97,246.4,6.6,Malaysia,Gambang,Mauv,Female,64
5059,Bentley,Continental GTC,50823.54,39778.82,176.0,6.8,Portugal,Arcos de Valdevez,Crimson,Female,41
5060,GMC,2500 Club Coupe,21968.26,37732.76,210.2,3.5,Sweden,Kristinehamn,Orange,Female,69
5061,Porsche,968,64960.54,42389.94,194.9,7.5,China,Huangtu,Orange,Female,37
5062,Pontiac,Grand Prix,28102.31,7495.36,249.5,2.4,Japan,Ōtsu-shi,Crimson,Male,59
5063,Porsche,Cayenne,89475.91,45284.9,162.8,11.7,Belarus,Dzyatlava,Teal,Female,46
5064,Chrysler,LHS,69435.21,17740.25,199.0,14.6,Moldova,Chişinău,Green,Male,29
5065,Chrysler,Crossfire,97408.97,25474.4,220.0,14.9,Portugal,Alvalade,Blue,Male,73
5066,Jeep,Wrangler,47776.36,6709.19,238.7,4.2,France,Le Bourget-du-Lac,Goldenrod,Male,75
5067,Mazda,RX-7,18926.82,20246.25,211.2,7.2,Japan,Fukura,Khaki,Female,27
5068,Hyundai,Elantra,58405.91,28998.84,188.6,5.9,Sweden,Strömsund,Violet,Female,38
5069,Lincoln,Continental,66157.1,18512.04,195.5,12.6,Japan,Ueno,Turquoise,Male,30
5070,Toyota,Avalon,10723.38,43447.1,223.8,3.4,Liberia,Buchanan,Yellow,Male,40
5071,Chevrolet,2500,17454.78,17069.11,129.6,7.3,Cuba,Remedios,Violet,Female,61
5072,Ford,ZX2,18095.94,47405.55,152.7,9.1,China,Pangguang,Maroon,Male,41
5073,Aston Martin,Rapide,20832.91,4420.4,120.1,4.9,Palestinian Territory,Ḩajjah,Puce,Male,49
5074,Tesla,Model S,29947.5,13135.51,205.0,11.6,Russia,Peresvet,Turquoise,Male,37
5075,Lamborghini,Murciélago,12326.15,32025.57,144.1,8.6,Poland,Kotuń,Maroon,Female,71
5076,Kia,Sephia,92368.87,11410.62,139.3,8.9,Philippines,San Jose,Purple,Female,22
5077,Ford,Taurus,54331.62,43767.73,155.7,2.5,Sweden,Munka-Ljungby,Crimson,Female,42
5078,Subaru,Loyale,91368.63,15205.91,146.3,11.7,Vietnam,Yên Thành,Khaki,Male,44
5079,Lexus,RX,51177.7,44075.48,176.4,4.8,China,Tanqiao,Fuscia,Male,26
5080,Chrysler,Fifth Ave,62623.72,35779.97,221.2,6.2,China,Yangxipu,Turquoise,Male,59
5081,Volkswagen,Type 2,55669.53,49774.77,183.7,7.1,Argentina,Santo Tomé,Green,Female,47
5082,Dodge,Ram 3500,43406.8,33086.55,240.4,10.6,Peru,Circa,Yellow,Female,75
5083,Audi,5000CS Quattro,29520.46,17557.24,193.8,2.6,Indonesia,Narukan,Crimson,Female,52
5084,Jaguar,XK Series,27582.65,37309.98,203.5,2.5,China,Yangzizhou,Mauv,Male,74
5085,Volvo,V70,70875.49,44769.69,231.3,2.7,China,Zouma,Red,Male,41
5086,Mitsubishi,Starion,79492.89,37848.19,227.3,11.3,Indonesia,Tuapukan,Fuscia,Female,24
5087,Nissan,Quest,29828.42,11254.96,221.6,5.9,Thailand,Sanom,Khaki,Male,63
5088,Buick,LaCrosse,19038.32,7293.09,243.8,10.2,Ukraine,Dzvinogrud,Violet,Female,20
5089,Jeep,Grand Cherokee,73033.67,21734.66,133.8,8.4,China,Changzhi,Indigo,Female,50
5090,Jeep,Cherokee,45457.93,23572.03,225.0,14.3,North Korea,Hongwŏn,Indigo,Female,21
5091,Nissan,Pathfinder,31714.73,37084.8,146.9,8.8,France,Villeneuve-la-Garenne,Teal,Female,34
5092,Volkswagen,New Beetle,91369.5,12810.99,127.7,2.9,China,Yulin,Puce,Female,38
5093,Eagle,Summit,75769.54,22205.47,234.7,2.4,Czech Republic,Rýmařov,Mauv,Male,46
5094,Honda,CR-X,79435.47,20883.52,234.6,12.4,Greece,Pentaplátano,Puce,Male,43
5095,Dodge,Viper,10877.52,9909.64,136.7,3.2,Brazil,Xique Xique,Mauv,Male,65
5096,Shelby,GT500,58660.92,28690.66,137.9,12.5,Brazil,Ladário,Mauv,Female,57
5097,Chevrolet,Venture,58342.31,14981.0,129.0,13.6,Portugal,Entradas,Orange,Male,69
5098,Oldsmobile,Bravada,76440.76,22398.31,207.1,4.0,Kazakhstan,Arkalyk,Pink,Female,45
5099,Mazda,MX-5,44892.97,35307.49,245.9,8.1,Sweden,Umeå,Puce,Male,40
5100,Cadillac,CTS-V,22621.9,26237.01,131.9,10.8,China,Dafengdui,Maroon,Female,37
5101,GMC,Savana 3500,99124.99,26603.7,162.6,2.8,China,Yaotian,Indigo,Male,55
5102,Dodge,Ram Wagon B350,73417.93,34562.37,148.4,6.9,Brazil,Valinhos,Aquamarine,Female,60
5103,Nissan,GT-R,27192.42,9762.57,143.7,3.7,China,Guanfang,Mauv,Female,43
5104,Mazda,MPV,99309.52,26630.93,123.4,9.0,China,Laxiong,Green,Male,74
5105,Eagle,Summit,48199.67,48717.54,140.7,2.3,Argentina,Ituzaingó,Fuscia,Male,65
5106,Chevrolet,G-Series G20,68756.45,12435.73,152.0,13.0,China,Dingyan,Teal,Male,27
5107,Lexus,GS,30365.33,7221.5,179.1,8.9,Philippines,Quiling,Khaki,Female,70
5108,Ford,Ranger,94695.98,13867.78,247.5,14.3,Ethiopia,Sebeta,Orange,Male,70
5109,Isuzu,Ascender,74936.36,22264.47,155.7,3.2,United States,Austin,Mauv,Male,75
5110,GMC,Sonoma,38485.15,22577.49,142.4,12.7,France,Lyon,Indigo,Female,24
5111,Lamborghini,Gallardo,62574.56,40951.02,130.7,5.3,Iran,Shāzand,Teal,Male,31
5112,Ford,Taurus X,99667.79,26668.81,163.6,14.8,Brazil,Dourados,Aquamarine,Male,73
5113,BMW,X5,59889.12,48517.17,148.0,13.5,Tanzania,Hedaru,Red,Female,67
5114,Toyota,Corolla,42973.83,5589.57,237.5,13.0,Indonesia,Idi Rayeuk,Fuscia,Male,47
5115,Cadillac,Escalade,12242.24,13884.04,215.6,7.4,Saint Kitts and Nevis,Monkey Hill,Blue,Male,28
5116,Oldsmobile,Silhouette,73716.33,3143.54,210.3,13.3,Azerbaijan,Agdzhabedy,Aquamarine,Female,50
5117,Audi,100,41306.59,48798.71,186.4,8.8,China,Xin’an,Teal,Male,62
5118,Mercury,Lynx,88248.95,14010.37,185.1,10.0,Armenia,Doghs,Purple,Female,37
5119,Jaguar,XK,27115.32,12452.39,240.6,9.5,Brazil,Pôsto Fiscal Rolim de Moura,Puce,Female,36
5120,Mercury,Cougar,92795.54,29160.97,183.2,13.4,Indonesia,Tanjungbatu,Green,Male,58
5121,Chevrolet,G-Series G30,31377.65,14095.44,211.4,6.9,China,Daiyue,Mauv,Male,41
5122,Subaru,Leone,64116.06,13964.03,212.9,9.7,Croatia,Čakovec,Orange,Male,62
5123,GMC,Savana 1500,32512.7,43892.51,179.2,14.2,Portugal,Pegões,Red,Male,28
5124,Mazda,Mazda2,90769.34,37149.01,160.7,5.0,China,Hejiang,Puce,Female,73
5125,Jaguar,XK,80002.14,12923.51,157.0,6.4,Japan,Arai,Blue,Female,29
5126,Honda,CR-V,69220.85,48436.38,172.5,2.2,Netherlands,'s-Hertogenbosch,Blue,Female,27
5127,GMC,2500,84611.84,32456.32,201.6,5.1,Portugal,Pego Longo,Violet,Female,61
5128,Chevrolet,Corvette,43389.58,46625.24,170.9,5.7,Czech Republic,Jaroměř,Blue,Female,37
5129,Buick,Skyhawk,97358.78,13617.9,191.4,7.8,Brazil,Porangaba,Fuscia,Male,40
5130,Hummer,H1,91139.33,26581.5,144.4,11.3,Philippines,Songculan,Pink,Male,61
5131,Honda,CR-V,12986.67,42259.31,219.2,7.6,Mexico,La Virgen,Crimson,Male,45
5132,Buick,Riviera,55406.12,34652.34,215.9,3.5,Russia,Suvorovskaya,Teal,Male,30
5133,Ford,Club Wagon,66316.65,4819.08,143.3,10.0,Iran,Ardabīl,Crimson,Female,25
5134,Mitsubishi,Eclipse,53488.32,8113.04,211.9,12.9,Russia,Muravlenko,Turquoise,Male,56
5135,Mazda,B-Series,28494.47,26821.53,183.2,11.9,China,Kuaidamao,Yellow,Male,59
5136,Mercedes-Benz,SLK-Class,79010.32,2990.3,163.6,3.7,Indonesia,Mojomulyokrajan,Aquamarine,Female,54
5137,Ford,LTD,32987.44,31694.62,227.0,7.0,China,Yuanquan,Indigo,Male,58
5138,Chevrolet,Traverse,55668.38,15650.86,248.7,8.4,Russia,Nizhniy Dzhengutay,Khaki,Female,65
5139,Porsche,Boxster,92702.57,26608.49,151.7,9.5,Indonesia,Kebonkaret,Puce,Female,68
5140,Maserati,Spyder,44745.9,19206.88,128.5,5.7,Japan,Miyazu,Fuscia,Male,44
5141,Mitsubishi,Mighty Max,38664.23,6617.68,219.7,11.2,China,Daming,Mauv,Female,75
5142,Maserati,228,88067.67,18571.93,200.6,3.2,Myanmar,Minbu,Teal,Female,58
5143,Audi,100,83252.22,8324.55,230.5,14.5,Vietnam,Lộc Bình,Purple,Female,33
5144,Chrysler,PT Cruiser,76562.14,12583.86,224.0,8.0,France,Roissy Charles-de-Gaulle,Goldenrod,Female,48
5145,Audi,V8,46749.61,48547.65,186.0,9.5,Indonesia,Cibogo,Turquoise,Female,37
5146,Lexus,LS,72153.65,19897.55,188.9,6.5,Russia,Volodarsk,Green,Male,26
5147,BMW,525,53298.3,40811.01,181.2,11.8,Philippines,Cabay,Blue,Male,36
5148,Lexus,LS,68368.94,18483.11,191.8,5.3,Brazil,Jandira,Teal,Male,72
5149,BMW,7 Series,10156.95,42825.97,219.2,6.2,Indonesia,Masape,Green,Male,62
5150,Dodge,Ram 1500,85737.04,17999.66,120.3,2.5,Pakistan,Kālābāgh,Khaki,Female,29
5151,Lexus,LS Hybrid,53102.61,14933.71,201.9,7.2,China,Libei,Crimson,Male,75
5152,Jaguar,XK Series,62245.28,32423.9,230.7,9.5,China,Maojiadian,Purple,Male,43
5153,Pontiac,Montana SV6,75740.15,34113.12,217.4,4.8,Portugal,Sobreiro,Aquamarine,Female,58
5154,Mercedes-Benz,GLK-Class,52549.49,32084.81,214.6,13.4,Zambia,Mpulungu,Turquoise,Female,34
5155,Toyota,4Runner,73775.01,30653.65,171.6,8.2,Bolivia,Azurduy,Fuscia,Female,66
5156,Volkswagen,Passat,97179.76,36569.2,138.1,14.4,Ukraine,Sarata,Indigo,Female,24
5157,Ford,Mustang,11911.03,22991.51,204.6,2.3,Venezuela,Güiria,Purple,Male,54
5158,Dodge,Nitro,86618.03,47807.84,203.2,14.9,Philippines,San Juan,Red,Female,50
5159,Saab,09-Mar,10807.5,25079.07,134.1,10.7,Pakistan,Murree,Goldenrod,Female,43
5160,Pontiac,Grand Prix,34362.1,20307.56,151.1,2.7,Indonesia,Sopo,Maroon,Female,63
5161,Honda,Civic,33388.26,41720.02,193.4,14.5,Lithuania,Kėdainiai,Pink,Female,53
5162,Toyota,RAV4,70724.19,48409.24,243.6,9.9,Tunisia,La Mohammedia,Violet,Female,67
5163,Infiniti,QX,96391.23,30899.87,197.4,8.9,Myanmar,Sagaing,Khaki,Male,34
5164,Volvo,960,65347.1,21121.17,165.2,2.5,Greece,Kalá Déndra,Goldenrod,Male,65
5165,Ford,F450,99104.53,3269.23,163.1,6.0,Dominican Republic,Las Terrenas,Indigo,Female,66
5166,GMC,Savana 3500,67650.5,10881.72,140.5,2.4,Burkina Faso,Kongoussi,Indigo,Female,32
5167,BMW,M5,97054.11,38704.32,163.3,3.2,Venezuela,Upata,Maroon,Female,68
5168,BMW,550,53369.78,47537.19,180.4,8.3,Poland,Szklarska Poręba,Maroon,Male,25
5169,Mercury,Tracer,89584.11,8766.39,248.2,3.4,Philippines,Zamboanga,Fuscia,Female,43
5170,Dodge,Daytona,62743.59,40294.33,181.4,8.0,Colombia,Balboa,Maroon,Female,23
5171,Scion,xD,83811.17,15856.59,175.9,6.2,Philippines,Maulawin,Teal,Male,51
5172,Lamborghini,Diablo,59946.46,40339.25,248.7,7.8,China,Sanyi,Maroon,Male,71
5173,Chevrolet,Blazer,48400.88,49981.31,175.4,5.5,China,Fuchang,Blue,Female,64
5174,Mitsubishi,Pajero,95535.62,22992.23,240.4,10.5,Cape Verde,Calheta,Indigo,Male,41
5175,Cadillac,Seville,45623.62,49421.68,134.8,7.2,Ukraine,Fontanka,Green,Male,74
5176,Pontiac,Grand Prix,28011.4,44878.68,185.8,11.4,Brazil,Aquidauana,Orange,Male,26
5177,Audi,S5,82902.68,48210.58,141.0,4.1,Indonesia,Keputran,Yellow,Female,71
5178,Nissan,NV3500,29299.13,14687.37,147.0,2.6,Iran,Eqbālīyeh,Goldenrod,Male,40
5179,Lexus,LX,12434.88,27130.56,126.1,2.5,Spain,Castellon De La Plana/Castello De La Pla,Turquoise,Male,73
5180,Buick,Century,65653.42,25446.37,245.4,13.7,China,Maomiaoji,Green,Female,46
5181,Mercedes-Benz,CLK-Class,69823.01,39129.04,153.5,11.7,Argentina,General Alvear,Blue,Female,24
5182,Ford,Mustang,79728.2,37329.84,223.4,3.6,Philippines,Puerto Galera,Aquamarine,Male,37
5183,Nissan,Sentra,64339.93,15019.64,193.9,6.9,Vietnam,Thành Phố Lạng Sơn,Yellow,Female,34
5184,Ford,Ranger,75128.66,8350.61,212.3,9.2,France,Angoulême,Blue,Female,67
5185,Ford,E150,61811.37,28169.83,173.6,11.8,China,Pinghu,Yellow,Male,53
5186,Honda,Accord,20242.84,14672.6,247.6,10.1,China,Haoyi,Mauv,Female,34
5187,Audi,Coupe GT,33506.28,32526.09,231.5,13.5,Morocco,Smimou,Turquoise,Male,39
5188,Mercury,Cougar,65674.02,7190.83,167.3,4.8,Syria,Muḩradah,Aquamarine,Male,22
5189,Volkswagen,Golf,47671.1,34438.59,207.2,7.5,Sweden,Uppsala,Indigo,Male,29
5190,Porsche,Cayman,12795.83,31988.89,144.9,12.1,Brazil,Jacobina,Green,Female,61
5191,Audi,4000CS Quattro,82974.33,14312.42,245.8,14.6,Afghanistan,Khāsh,Pink,Female,46
5192,Nissan,Pathfinder,74033.95,41876.04,180.8,12.7,Japan,Ishikari,Blue,Male,41
5193,Ford,Thunderbird,92209.43,49591.06,224.1,6.3,Russia,Shumikha,Maroon,Male,42
5194,Mercedes-Benz,E-Class,52087.86,13625.51,222.0,8.0,Czech Republic,Týnec,Goldenrod,Male,53
5195,Mazda,626,65543.35,29123.02,132.4,10.0,Mexico,Independencia,Mauv,Female,68
5196,Toyota,Yaris,50737.3,5550.78,142.1,7.6,Chad,Bol,Aquamarine,Male,37
5197,Hyundai,Sonata,93763.67,2021.75,195.8,11.0,Colombia,Quibdó,Goldenrod,Female,40
5198,Volvo,S40,87180.61,41952.97,215.8,9.0,China,Gansa,Green,Female,61
5199,GMC,Savana 3500,93560.28,30868.54,246.1,2.5,Spain,Santander,Red,Female,53
5200,Lotus,Esprit,91943.14,2565.55,219.0,8.2,China,Changtian,Crimson,Male,30
5201,Chrysler,Concorde,50467.66,41754.56,143.4,6.8,Poland,Przywidz,Red,Female,22
5202,Volkswagen,Cabriolet,97057.39,35403.95,221.7,5.8,Portugal,Barreiro,Purple,Male,39
5203,Dodge,Dakota,88121.67,11004.09,127.5,12.5,Philippines,Buenavista,Indigo,Female,40
5204,Chevrolet,Silverado,63573.69,7355.1,205.2,7.8,Philippines,La Fortuna,Green,Male,70
5205,Volkswagen,Routan,76490.48,20132.04,176.3,13.1,Paraguay,Colonia Mauricio José Troche,Fuscia,Male,41
5206,Mazda,RX-7,82209.33,37852.71,155.0,2.0,France,Saint-Maur-des-Fossés,Orange,Male,57
5207,Ford,Taurus X,10073.64,2155.91,217.2,2.7,China,Sijiqing,Khaki,Male,69
5208,Aston Martin,DB9,43695.96,31833.64,175.5,12.8,China,Fushun,Red,Female,64
5209,Mitsubishi,Mirage,52169.48,22374.86,152.4,14.0,China,Seke,Blue,Female,20
5210,Lexus,LS,95843.96,21653.02,217.4,11.2,Indonesia,Palangan,Maroon,Male,64
5211,Isuzu,Amigo,84854.52,35568.47,120.9,2.8,Sierra Leone,Loma,Aquamarine,Female,75
5212,Pontiac,Bonneville,93905.12,27721.07,141.7,7.2,Mongolia,Orhon,Puce,Male,22
5213,Dodge,Durango,68800.85,20315.24,232.2,13.7,China,Sanlidian,Khaki,Female,30
5214,Buick,Regal,28803.85,35737.99,221.4,8.8,Indonesia,Pumai,Pink,Male,24
5215,Honda,S2000,64752.26,14567.21,193.5,10.4,Indonesia,Banjar Kampungbugis,Red,Male,74
5216,Pontiac,Firebird,32877.28,4049.87,207.3,8.6,Finland,Vantaa,Aquamarine,Female,43
5217,Nissan,Murano,96642.82,23708.13,137.2,4.3,Greece,Akriní,Crimson,Male,58
5218,Mazda,MX-5,30977.38,43816.65,209.9,6.4,Mongolia,Rashaant,Violet,Male,73
5219,Chevrolet,Malibu,62243.44,29349.29,196.2,6.4,Poland,Jagiełła,Yellow,Female,56
5220,Geo,Tracker,30836.73,37362.07,199.5,11.4,Azerbaijan,Yeni Suraxanı,Red,Female,37
5221,Chevrolet,Express 3500,45363.1,48727.88,230.5,2.0,China,Pengdian,Orange,Male,35
5222,Maserati,Quattroporte,75508.0,44058.97,234.8,2.1,Indonesia,Anoek,Indigo,Female,23
5223,Honda,Civic,88910.6,32604.34,132.9,4.4,China,Rendui,Maroon,Female,71
5224,Chrysler,Crossfire,28434.67,15819.65,165.8,3.2,Albania,Luftinjë,Purple,Female,63
5225,Hyundai,Tiburon,26765.63,20408.74,241.5,2.1,Brazil,Coari,Crimson,Male,37
5226,Plymouth,Grand Voyager,21895.34,47906.28,229.9,11.9,Indonesia,Manglid,Khaki,Male,28
5227,Nissan,Maxima,84936.76,23515.65,148.1,5.4,Bangladesh,Nāgarpur,Indigo,Female,65
5228,Mercedes-Benz,C-Class,51938.06,3605.05,150.1,3.8,France,Paris 08,Aquamarine,Male,63
5229,Ford,Probe,53189.06,4043.35,166.9,5.8,Vietnam,Bích Động,Teal,Female,71
5230,Chevrolet,Camaro,60510.52,30971.82,241.3,4.6,Singapore,Singapore,Red,Female,26
5231,Lexus,RX,57133.17,30865.81,149.8,3.9,Japan,Fukuyama,Goldenrod,Female,42
5232,Toyota,Paseo,80794.54,10722.13,240.2,13.6,Indonesia,Lewoluo,Maroon,Male,47
5233,Hyundai,Sonata,21418.79,11546.59,243.2,6.6,Germany,München,Maroon,Male,33
5234,Chevrolet,Astro,37405.75,26452.69,120.8,3.9,Serbia,Bor,Red,Female,61
5235,Chevrolet,TrailBlazer,36294.73,41526.97,163.6,4.2,Mexico,San Rafael,Yellow,Female,66
5236,Ford,F150,45846.24,4139.45,132.4,4.2,Maldives,Eydhafushi,Purple,Female,45
5237,Oldsmobile,Toronado,50513.22,33145.82,140.0,7.9,Indonesia,Barabedang,Mauv,Female,37
5238,Lincoln,Town Car,57508.39,6432.46,183.7,7.0,Pakistan,Garhi Yāsīn,Turquoise,Female,26
5239,Chevrolet,Classic,92453.68,29066.57,200.5,9.3,China,Nantian,Khaki,Male,56
5240,Toyota,RAV4,36508.94,46221.24,130.3,6.9,Indonesia,Pamupukan,Orange,Female,74
5241,Lotus,Elise,71989.5,49718.34,230.5,12.0,Poland,Ksawerów,Orange,Female,50
5242,Oldsmobile,Cutlass,75016.06,13476.49,220.0,8.7,Venezuela,La Azulita,Maroon,Female,37
5243,Hyundai,Santa Fe,85191.52,23339.94,169.5,5.1,Philippines,Limon,Violet,Male,53
5244,Volkswagen,Tiguan,45866.74,46699.65,189.7,5.8,Canada,Kingsey Falls,Aquamarine,Female,64
5245,Volkswagen,GTI,65314.0,5253.16,182.0,11.8,Canada,Chester,Yellow,Male,32
5246,Mitsubishi,Endeavor,93043.14,11409.25,128.4,10.4,Luxembourg,Saeul,Khaki,Female,65
5247,Hyundai,Elantra,89380.64,41347.04,239.1,14.7,Greece,Árta,Orange,Female,53
5248,Dodge,Caliber,86352.81,20344.33,161.0,11.7,Sweden,Bankeryd,Khaki,Female,63
5249,Volkswagen,Quantum,35972.81,29299.45,227.2,2.4,Philippines,San Eugenio,Maroon,Female,31
5250,Cadillac,DTS,42997.91,4420.13,207.7,12.5,France,Créteil,Khaki,Male,75
5251,Nissan,Sentra,21153.88,23064.62,125.9,7.4,Libya,Giado,Crimson,Female,41
5252,Chevrolet,G-Series G30,70561.26,27398.66,152.0,2.1,Canada,Daveluyville,Aquamarine,Male,21
5253,Acura,RSX,32380.76,20515.33,141.6,6.6,Hong Kong,Tai Po,Crimson,Female,60
5254,Acura,TL,63782.9,29040.58,122.6,14.5,Sweden,Örebro,Aquamarine,Male,52
5255,Ford,Expedition,23810.58,22051.97,185.4,13.6,Ukraine,Richky,Turquoise,Female,40
5256,Pontiac,Firefly,41320.78,46295.81,201.2,4.9,Nigeria,Oke Iho,Khaki,Female,56
5257,GMC,Sierra 1500,86689.22,10418.0,158.8,11.4,Indonesia,Pakemitan Dua,Violet,Male,48
5258,Studebaker,Avanti,29878.27,20975.01,151.8,14.3,Russia,Manzherok,Aquamarine,Male,24
5259,Mitsubishi,Galant,25147.7,19228.8,226.0,12.6,China,Dadukou,Red,Male,56
5260,Acura,CL,75148.8,28862.01,217.2,12.6,Morocco,Kariat Arkmane,Aquamarine,Female,60
5261,Suzuki,Vitara,57681.02,21440.79,210.3,4.3,Armenia,Mrganush,Maroon,Female,70
5262,Bentley,Continental,97118.51,25987.62,165.5,10.3,Indonesia,Cikendi,Khaki,Female,73
5263,Ford,Thunderbird,55411.46,3350.81,186.4,5.2,Vietnam,Đắk Mâm,Red,Male,31
5264,Dodge,Ram 1500 Club,82249.86,33941.72,172.2,6.4,Serbia,Pavliš,Red,Male,36
5265,Audi,A8,23481.63,8050.34,193.9,4.4,Sweden,Tyresö,Aquamarine,Male,51
5266,GMC,Yukon XL 1500,84889.66,30482.85,126.0,14.6,Sweden,Mörrum,Fuscia,Male,48
5267,Saab,900,54947.35,11080.12,217.4,4.3,Guinea-Bissau,Bissau,Mauv,Female,63
5268,Mercedes-Benz,S-Class,47124.99,13365.38,127.8,6.2,Sudan,El Obeid,Purple,Female,34
5269,Cadillac,Seville,39425.73,49400.12,132.9,13.0,Indonesia,Caringin,Violet,Female,26
5270,Honda,Civic,48219.68,15694.18,165.0,5.4,Venezuela,Ciudad Ojeda,Turquoise,Male,25
5271,Mercedes-Benz,S-Class,58032.67,25517.16,201.3,10.7,Vietnam,Poste du Lac,Goldenrod,Male,73
5272,Lincoln,Town Car,66135.97,32594.41,152.2,6.8,United States,Torrance,Violet,Male,25
5273,Chevrolet,Astro,73331.64,5824.6,188.3,12.3,Vietnam,Hậu Nghĩa,Violet,Female,37
5274,Acura,RDX,91897.28,14644.63,150.7,10.5,Russia,Maslovka,Indigo,Male,62
5275,Kia,Sorento,70002.43,4876.85,201.0,9.3,China,Jinsha,Green,Male,49
5276,Mercedes-Benz,SL-Class,44504.59,6891.1,235.5,8.7,Malta,Imġarr,Blue,Male,64
5277,Volkswagen,Jetta,82316.18,21809.28,248.3,5.2,Thailand,Su-ngai Kolok,Pink,Male,69
5278,Renault,Alliance,62964.69,44274.07,135.3,10.3,Yemen,As Saddah,Indigo,Male,53
5279,Chevrolet,Suburban 2500,45674.77,15607.37,165.9,11.7,Azerbaijan,Sumqayıt,Violet,Male,20
5280,Suzuki,Samurai,44281.08,12875.56,220.2,4.4,Peru,Muquiyauyo,Fuscia,Female,54
5281,Jeep,Liberty,12248.87,37984.24,153.3,10.3,France,Meaux,Crimson,Male,50
5282,Mercury,Grand Marquis,62348.25,37971.46,241.1,8.1,Norway,Drammen,Blue,Male,55
5283,Buick,Skylark,88087.66,38980.75,172.2,7.4,Poland,Zbrosławice,Red,Female,55
5284,Ford,E-Series,64307.86,17513.49,120.6,6.8,Greece,Pélla,Purple,Male,41
5285,Ford,Thunderbird,13927.33,5768.61,217.0,4.9,China,Nankang,Mauv,Female,49
5286,Subaru,Leone,77196.74,2646.82,149.6,2.7,Japan,Ōtsu-shi,Yellow,Male,44
5287,Kia,Amanti,46372.54,18466.69,242.1,5.6,Indonesia,Wonorejo,Yellow,Female,45
5288,Hyundai,Elantra,14383.99,17081.28,225.5,9.7,Russia,Vitim,Turquoise,Female,50
5289,Ford,Escort,95050.62,26217.03,130.1,12.5,China,Andou,Aquamarine,Female,53
5290,Volvo,V70,86493.53,9826.02,233.6,5.8,China,Xinan,Yellow,Male,64
5291,Saturn,Relay,27019.48,13323.34,140.4,14.5,Palestinian Territory,Dayr Abū Ḑa‘īf,Pink,Female,51
5292,Volkswagen,Tiguan,97546.11,49083.64,207.9,11.6,Portugal,Óbidos,Mauv,Male,64
5293,Oldsmobile,Silhouette,34311.86,7538.44,231.5,3.5,Croatia,Vođinci,Crimson,Female,71
5294,Mitsubishi,Montero,55185.86,21318.63,150.3,9.4,Armenia,Nor Gyugh,Orange,Female,23
5295,Bentley,Continental GTC,80703.86,25475.03,183.5,12.8,Finland,Kuhmoinen,Puce,Female,32
5296,Chevrolet,3500,68651.16,44134.27,192.8,6.4,China,Tangjiapo,Red,Male,22
5297,Saab,900,78447.73,6651.87,153.7,3.8,China,Dazuo,Fuscia,Female,30
5298,Subaru,Forester,59959.94,4667.4,199.7,10.3,China,Jiajiaying,Goldenrod,Female,72
5299,Ram,3500,82010.07,40230.04,225.8,2.6,Egypt,Abnūb,Green,Male,66
5300,Suzuki,Esteem,47191.08,35447.2,241.0,14.4,Japan,Tochigi,Khaki,Male,48
5301,Toyota,Land Cruiser,67889.6,35567.21,169.6,14.5,Colombia,Zarzal,Teal,Female,74
5302,Ferrari,599 GTB Fiorano,28691.33,38287.76,160.9,3.8,Sri Lanka,Maharagama,Puce,Male,61
5303,Acura,RL,54121.9,40236.04,246.0,9.8,Portugal,Boco,Indigo,Male,37
5304,Cadillac,CTS-V,30265.18,34686.74,143.6,10.3,Nigeria,Tofa,Red,Female,29
5305,Mercury,Mountaineer,85764.06,28322.86,157.6,7.9,China,Juren,Yellow,Female,33
5306,Volkswagen,Golf,18159.91,31872.63,142.7,7.3,Colombia,Santa Rosa de Cabal,Orange,Male,24
5307,Audi,R8,74933.12,34506.84,188.3,13.3,United States,Beaverton,Teal,Male,66
5308,Saturn,VUE,22670.07,25539.74,244.6,4.5,China,Changping,Puce,Female,56
